PassengerId,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3
366,1,0.3736690467242891,0,0,0.014151057562208049,0,0,1,0,0,1
367,0,0.7494676186897157,1,0,0.14687821814567664,1,0,0,1,0,0
368,0,0.37218010356136805,0,0,0.014110458666029575,1,0,0,0,0,1
369,0,0.37218010356136805,0,0,0.015126992566498259,0,1,0,0,0,1
370,0,0.2985093323312038,0,0,0.13526459159462315,1,0,0,1,0,0
371,1,0.311035951396718,1,0,0.1082149914547131,1,0,0,1,0,0
372,1,0.22334961793811847,1,0,0.012678957201736696,0,0,1,0,0,1
373,1,0.2358762370036327,0,0,0.015712553569072387,0,0,1,0,0,1
374,1,0.27345609420017536,0,0,0.2647385704347907,1,0,0,1,0,0
375,0,0.035450331955405236,3,1,0.04113566043083236,0,0,1,0,0,1
376,0,0.37218010356136805,1,0,0.16038672010106,1,0,0,1,0,0
377,0,0.27345609420017536,0,0,0.014151057562208049,0,0,1,0,0,1
378,1,0.33608918952774647,0,2,0.41282050681475896,1,0,0,1,0,0
379,1,0.24840285606914692,0,0,0.007831878409428937,1,0,0,0,0,1
380,1,0.2358762370036327,0,0,0.015175789316712771,0,0,1,0,0,1
381,0,0.5239884755104597,0,0,0.4440992237022602,1,0,0,1,0,0
382,0,0.0103970938243768,0,2,0.030725752114070404,1,0,0,0,0,1
383,1,0.3987222848553175,0,0,0.015468569817999833,0,0,1,0,0,1
384,0,0.4363021420518602,1,0,0.10149724044618187,0,0,1,1,0,0
385,1,0.37218010356136805,0,0,0.015411575213749284,0,0,1,0,0,1
386,1,0.22334961793811847,0,0,0.1434624456306609,0,0,1,0,1,0
387,1,0.0103970938243768,5,2,0.09154270340242172,0,0,1,0,0,1
388,0,0.4488287611173744,0,0,0.025374310111545468,0,0,1,0,1,0
389,1,0.37218010356136805,0,0,0.015086393670319786,0,1,0,0,0,1
390,0,0.21082299887260428,0,0,0.023422440102965045,1,0,0,0,1,0
391,1,0.4488287611173744,1,2,0.23422440102965045,0,0,1,1,0,0
392,1,0.26092947513466114,0,0,0.015216388212891242,0,0,1,0,0,1
393,1,0.3486158085932607,2,0,0.015468569817999833,0,0,1,0,0,1
394,0,0.2859827132656896,1,0,0.22109807522194713,1,0,0,1,0,0
395,0,0.2985093323312038,0,2,0.03259622914329302,0,0,1,0,0,1
396,1,0.27345609420017536,0,0,0.015216388212891242,0,0,1,0,0,1
397,0,0.3861956657898033,0,0,0.015330377421392339,0,0,1,0,0,1
398,1,0.5740949517725166,0,0,0.050748620223090936,0,0,1,0,1,0
399,1,0.2859827132656896,0,0,0.020494635090094415,0,0,1,0,1,0
400,0,0.3486158085932607,0,0,0.02469115560854232,0,0,1,0,1,0
401,1,0.4864086183139171,0,0,0.015468569817999833,0,0,1,0,0,1
402,1,0.32356257046223225,0,0,0.015712553569072387,0,0,1,0,0,1
403,0,0.26092947513466114,1,0,0.019177122834302632,0,0,1,0,0,1
404,1,0.3486158085932607,1,0,0.030937139635999665,0,0,1,0,0,1
405,0,0.24840285606914692,0,0,0.016908073949327893,0,0,1,0,0,1
406,1,0.42377552298634596,1,0,0.04098927018018883,0,0,1,0,1,0
407,1,0.6367280471000877,0,0,0.015126992566498259,0,0,1,0,0,1
408,1,0.035450331955405236,1,1,0.03659756266088288,0,0,1,0,1,0
409,1,0.26092947513466114,0,0,0.015175789316712771,0,0,1,0,0,1
410,0,0.37218010356136805,3,1,0.04970768794751499,0,0,1,0,0,1
411,1,0.37218010356136805,0,0,0.015411575213749284,0,0,1,0,0,1
412,1,0.37218010356136805,0,0,0.013386510079847098,0,1,0,0,0,1
413,0,0.41124890392083174,1,0,0.17566830077223786,0,1,0,1,0,0
414,1,0.37218010356136805,0,0,0.0,0,0,1,0,1,0
415,1,0.5490417136414881,0,0,0.015468569817999833,0,0,1,0,0,1
416,0,0.37218010356136805,0,0,0.015712553569072387,0,0,1,0,0,1
417,0,0.42377552298634596,1,1,0.06343577527886367,0,0,1,0,1,0
418,0,0.22334961793811847,0,2,0.025374310111545468,0,0,1,0,1,0
419,1,0.3736690467242891,0,0,0.025374310111545468,0,0,1,0,1,0
420,0,0.12313666541400477,0,2,0.04713766070721715,0,0,1,0,0,1
421,1,0.37218010356136805,0,0,0.015411575213749284,1,0,0,0,0,1
422,1,0.26092947513466114,0,0,0.015094396337354966,0,1,0,0,0,1
423,1,0.36114242765877486,0,0,0.015370976317570811,0,0,1,0,0,1
424,0,0.3486158085932607,1,1,0.028106928123558056,0,0,1,0,0,1
425,1,0.22334961793811847,1,1,0.039452172548431745,0,0,1,0,0,1
426,1,0.37218010356136805,0,0,0.014151057562208049,0,0,1,0,0,1
427,0,0.3486158085932607,1,0,0.050748620223090936,0,0,1,0,1,0
428,0,0.2358762370036327,0,0,0.050748620223090936,0,0,1,0,1,0
429,1,0.37218010356136805,0,0,0.015126992566498259,0,1,0,0,0,1
430,1,0.3987222848553175,0,0,0.015712553569072387,0,0,1,0,0,1
431,1,0.3486158085932607,0,0,0.051822148727810165,0,0,1,1,0,0
432,0,0.37218010356136805,1,0,0.031425107138144774,0,0,1,0,0,1
433,0,0.5239884755104597,1,0,0.050748620223090936,0,0,1,0,1,0
434,1,0.21082299887260428,0,0,0.013907073811135496,0,0,1,0,0,1
435,1,0.6242014280345735,1,0,0.1091095334796455,0,0,1,1,0,0
436,0,0.17324314167606164,1,2,0.23422440102965045,0,0,1,1,0,0
437,0,0.26092947513466114,2,2,0.06709553154495196,0,0,1,0,0,1
438,0,0.2985093323312038,2,3,0.03659756266088288,0,0,1,0,1,0
439,1,0.7995740949517726,1,4,0.5133418122566505,0,0,1,1,0,0
440,1,0.3861956657898033,0,0,0.020494635090094415,0,0,1,0,1,0
441,0,0.5615683327070023,1,1,0.05123658772523604,0,0,1,0,1,0
442,1,0.24840285606914692,0,0,0.018542765081513996,0,0,1,0,0,1
443,1,0.311035951396718,1,0,0.015175789316712771,0,0,1,0,0,1
444,0,0.3486158085932607,0,0,0.025374310111545468,0,0,1,0,1,0
445,1,0.37218010356136805,0,0,0.015834545444608664,0,0,1,0,0,1
446,1,0.04797695102091946,0,2,0.15977676072337862,0,0,1,1,0,0
447,0,0.16071652261054742,0,1,0.0380614651673182,0,0,1,0,1,0
448,1,0.42377552298634596,0,0,0.051822148727810165,0,0,1,1,0,0
449,0,0.06050357008643367,2,1,0.03758969818624431,1,0,0,0,0,1
450,1,0.6492546661656019,0,0,0.05953203526170282,0,0,1,1,0,0
451,1,0.4488287611173744,1,2,0.05416439273810667,0,0,1,0,1,0
452,1,0.37218010356136805,1,0,0.03897240290032268,0,0,1,0,0,1
453,1,0.3736690467242891,0,0,0.05416439273810667,1,0,0,1,0,0
454,1,0.6116748089690592,1,0,0.17391981561855152,1,0,0,1,0,0
455,1,0.37218010356136805,0,0,0.015712553569072387,0,0,1,0,0,1
456,1,0.36114242765877486,0,0,0.015411575213749284,1,0,0,0,0,1
457,1,0.8121007140172868,0,0,0.051822148727810165,0,0,1,1,0,0
458,0,0.37218010356136805,1,0,0.10122885832000206,0,0,1,1,0,0
459,0,0.6242014280345735,0,0,0.020494635090094415,0,0,1,0,1,0
460,1,0.37218010356136805,0,0,0.015126992566498259,0,1,0,0,0,1
461,1,0.599148189903545,0,0,0.051822148727810165,0,0,1,1,0,0
462,1,0.42377552298634596,0,0,0.015712553569072387,0,0,1,0,0,1
463,1,0.5866215708380308,0,0,0.07514699533034619,0,0,1,1,0,0
464,1,0.599148189903545,0,0,0.025374310111545468,0,0,1,0,1,0
465,1,0.37218010356136805,0,0,0.015712553569072387,0,0,1,0,0,1
466,1,0.47388199924840285,0,0,0.013760683560491965,0,0,1,0,0,1
467,1,0.37218010356136805,0,0,0.0,0,0,1,0,1,0
468,1,0.6993611424276588,0,0,0.051822148727810165,0,0,1,1,0,0
469,1,0.37218010356136805,0,0,0.015078195816283748,0,1,0,0,0,1
470,0,0.007265439057998246,2,1,0.03758969818624431,1,0,0,0,0,1
471,1,0.37218010356136805,0,0,0.014151057562208049,0,0,1,0,0,1
472,1,0.47388199924840285,0,0,0.016908073949327893,0,0,1,0,0,1
473,0,0.41124890392083174,1,2,0.05416439273810667,0,0,1,0,1,0
474,0,0.2859827132656896,0,0,0.026919605597338588,1,0,0,0,1,0
475,0,0.27345609420017536,0,0,0.019201521209409888,0,0,1,0,0,1
476,1,0.37218010356136805,0,0,0.10149724044618187,0,0,1,1,0,0
477,1,0.42377552298634596,1,0,0.04098927018018883,0,0,1,0,1,0
478,1,0.36114242765877486,1,0,0.013752485706455927,0,0,1,0,0,1
479,1,0.27345609420017536,0,0,0.014679623960531627,0,0,1,0,0,1
480,0,0.02292371288989102,0,1,0.023983602730431916,0,0,1,0,0,1
481,1,0.11061004634849055,5,2,0.09154270340242172,0,0,1,0,0,1
482,1,0.37218010356136805,0,0,0.0,0,0,1,0,1,0
483,1,0.6242014280345735,0,0,0.015712553569072387,0,0,1,0,0,1
484,0,0.7870474758862583,0,0,0.018713553707264782,0,0,1,0,0,1
485,1,0.311035951396718,1,0,0.17777475888549785,1,0,0,1,0,0
486,0,0.37218010356136805,3,1,0.04970768794751499,0,0,1,0,0,1
487,0,0.4363021420518602,1,0,0.17566830077223786,0,0,1,1,0,0
488,1,0.7244143805586872,0,0,0.057970539254838485,1,0,0,1,0,0
489,1,0.3736690467242891,0,0,0.015712553569072387,0,0,1,0,0,1
490,1,0.11061004634849055,1,1,0.031034733136428686,0,0,1,0,0,1
491,1,0.37218010356136805,1,0,0.03897240290032268,0,0,1,0,0,1
492,1,0.26092947513466114,0,0,0.014151057562208049,0,0,1,0,0,1
493,1,0.6868345233621446,0,0,0.05953203526170282,0,0,1,1,0,0
494,1,0.887260428410372,0,0,0.09662576327876685,1,0,0,1,0,0
495,1,0.26092947513466114,0,0,0.015712553569072387,0,0,1,0,0,1
496,1,0.37218010356136805,0,0,0.028220722145058292,1,0,0,0,0,1
497,0,0.6743079042966303,1,0,0.1527664244005612,1,0,0,1,0,0
498,1,0.37218010356136805,0,0,0.029473237129564348,0,0,1,0,0,1
499,0,0.311035951396718,1,2,0.29580589980036276,0,0,1,1,0,0
500,1,0.2985093323312038,0,0,0.015216388212891242,0,0,1,0,0,1
501,1,0.21082299887260428,0,0,0.016908073949327893,0,0,1,0,0,1
502,0,0.26092947513466114,0,0,0.015126992566498259,0,1,0,0,0,1
503,0,0.37218010356136805,0,0,0.014891206669461744,0,1,0,0,0,1
504,0,0.46135538018288863,0,0,0.018713553707264782,0,0,1,0,0,1
505,0,0.19829637980709008,0,0,0.16883675574220638,0,0,1,1,0,0
506,1,0.22334961793811847,1,0,0.2125586439344078,1,0,0,1,0,0
507,0,0.41124890392083174,0,2,0.050748620223090936,0,0,1,0,1,0
508,1,0.37218010356136805,0,0,0.051822148727810165,0,0,1,1,0,0
509,1,0.3486158085932607,0,0,0.04396587194327397,0,0,1,0,0,1
510,1,0.32356257046223225,0,0,0.11027245763075773,0,0,1,0,0,1
511,1,0.36114242765877486,0,0,0.015126992566498259,0,1,0,0,0,1
512,1,0.37218010356136805,0,0,0.015712553569072387,0,0,1,0,0,1
513,1,0.4488287611173744,0,0,0.05130978285055781,0,0,1,1,0,0
514,0,0.6743079042966303,1,0,0.11594107850967697,1,0,0,1,0,0
515,1,0.2985093323312038,0,0,0.014630827210317115,0,0,1,0,0,1
516,1,0.5866215708380308,0,0,0.06640417918791278,0,0,1,1,0,0
517,0,0.42377552298634596,0,0,0.020494635090094415,0,0,1,0,1,0
518,1,0.37218010356136805,0,0,0.04713766070721715,0,1,0,0,0,1
519,0,0.4488287611173744,1,0,0.050748620223090936,0,0,1,0,1,0
520,1,0.3987222848553175,0,0,0.015411575213749284,0,0,1,0,0,1
521,0,0.3736690467242891,0,0,0.18249984580226933,0,0,1,1,0,0
522,1,0.27345609420017536,0,0,0.015411575213749284,0,0,1,0,0,1
523,1,0.37218010356136805,0,0,0.014102260811993537,1,0,0,0,0,1
524,0,0.5490417136414881,0,1,0.11316786160148591,1,0,0,1,0,0
525,1,0.37218010356136805,0,0,0.014110458666029575,1,0,0,0,0,1
526,1,0.5051985469121884,0,0,0.015126992566498259,0,1,0,0,0,1
527,0,0.6242014280345735,0,0,0.020494635090094415,0,0,1,0,1,0
528,1,0.37218010356136805,0,0,0.4328841690069588,0,0,1,1,0,0
529,1,0.4864086183139171,0,0,0.015468569817999833,0,0,1,0,0,1
530,1,0.2859827132656896,2,1,0.022446505098674834,0,0,1,0,1,0
531,0,0.02292371288989102,1,1,0.050748620223090936,0,0,1,0,1,0
532,1,0.37218010356136805,0,0,0.014110458666029575,1,0,0,0,0,1
533,1,0.21082299887260428,1,1,0.014110458666029575,1,0,0,0,0,1
534,0,0.37218010356136805,0,2,0.04364049521284361,1,0,0,0,0,1
535,0,0.3736690467242891,0,0,0.016908073949327893,0,0,1,0,0,1
536,0,0.08555680821746212,0,2,0.05123658772523604,0,0,1,0,1,0
537,1,0.5615683327070023,0,0,0.051822148727810165,0,0,1,1,0,0
538,0,0.3736690467242891,0,0,0.20772776566317125,1,0,0,1,0,0
539,1,0.37218010356136805,0,0,0.028302115124416098,0,0,1,0,0,1
540,0,0.27345609420017536,0,2,0.09661756542473081,1,0,0,1,0,0
541,0,0.4488287611173744,0,2,0.13858277060920984,0,0,1,1,0,0
542,0,0.11061004634849055,4,2,0.06104473451835265,0,0,1,0,0,1
543,0,0.13566328447951898,4,2,0.06104473451835265,0,0,1,0,0,1
544,1,0.3987222848553175,1,0,0.050748620223090936,0,0,1,0,1,0
545,1,0.6242014280345735,1,0,0.20772776566317125,1,0,0,1,0,0
546,1,0.7995740949517726,0,0,0.050748620223090936,0,0,1,1,0,0
547,0,0.2358762370036327,1,0,0.050748620223090936,0,0,1,0,1,0
548,1,0.37218010356136805,0,0,0.02705779799394608,1,0,0,0,1,0
549,1,0.41124890392083174,1,1,0.04006213192611313,0,0,1,0,0,1
550,1,0.09808342728297632,1,1,0.07173122281533045,0,0,1,0,1,0
551,1,0.21082299887260428,0,2,0.21642978772242535,1,0,0,1,0,0
552,1,0.33608918952774647,0,0,0.050748620223090936,0,0,1,0,1,0
553,1,0.37218010356136805,0,0,0.015281580671177828,0,1,0,0,0,1
554,1,0.27345609420017536,0,0,0.014102260811993537,1,0,0,0,0,1
555,0,0.27345609420017536,0,0,0.015175789316712771,0,0,1,0,0,1
556,1,0.7745208568207441,0,0,0.051822148727810165,0,0,1,1,0,0
557,0,0.599148189903545,1,0,0.07729405233978466,1,0,0,1,0,0
558,1,0.37218010356136805,0,0,0.4440992237022602,1,0,0,1,0,0
559,0,0.4864086183139171,1,1,0.1554664461834305,0,0,1,1,0,0
560,0,0.4488287611173744,1,0,0.033962538149299316,0,0,1,0,0,1
561,1,0.37218010356136805,0,0,0.015126992566498259,0,1,0,0,0,1
562,1,0.4989352373794313,0,0,0.015411575213749284,0,0,1,0,0,1
563,1,0.3486158085932607,0,0,0.026350245115835676,0,0,1,0,1,0
564,1,0.37218010356136805,0,0,0.015712553569072387,0,0,1,0,0,1
565,0,0.37218010356136805,0,0,0.015712553569072387,0,0,1,0,0,1
566,1,0.2985093323312038,2,0,0.04713766070721715,0,0,1,0,0,1
567,1,0.2358762370036327,0,0,0.015411575213749284,0,0,1,0,0,1
568,0,0.36114242765877486,0,4,0.04113566043083236,0,0,1,0,0,1
569,1,0.37218010356136805,0,0,0.014110458666029575,1,0,0,0,0,1
570,1,0.3987222848553175,0,0,0.015330377421392339,0,0,1,0,0,1
571,1,0.7745208568207441,0,0,0.020494635090094415,0,0,1,0,1,0
572,0,0.6617812852311161,2,0,0.10048070654571319,0,0,1,1,0,0
573,1,0.4488287611173744,0,0,0.051504969851415845,0,0,1,1,0,0
574,0,0.37218010356136805,0,0,0.015126992566498259,0,1,0,0,0,1
575,1,0.19829637980709008,0,0,0.015712553569072387,0,0,1,0,0,1
576,1,0.2358762370036327,0,0,0.028302115124416098,0,0,1,0,0,1
577,0,0.42377552298634596,0,0,0.025374310111545468,0,0,1,0,1,0
578,0,0.4864086183139171,1,0,0.1091095334796455,0,0,1,1,0,0
579,0,0.37218010356136805,1,0,0.028220722145058292,1,0,0,0,0,1
580,1,0.3987222848553175,0,0,0.015468569817999833,0,0,1,0,0,1
581,0,0.311035951396718,1,1,0.05855610025741261,0,0,1,0,1,0
582,0,0.4864086183139171,1,1,0.21642978772242535,1,0,0,1,0,0
583,1,0.6743079042966303,0,0,0.050748620223090936,0,0,1,0,1,0
584,1,0.4488287611173744,0,0,0.07831878409428937,1,0,0,1,0,0
585,1,0.37218010356136805,0,0,0.017005667449756914,1,0,0,0,0,1
586,0,0.22334961793811847,0,2,0.1554664461834305,0,0,1,1,0,0
587,1,0.5866215708380308,0,0,0.029278050128706306,0,0,1,0,1,0
588,1,0.7494676186897157,1,1,0.15458810467956932,1,0,0,1,0,0
589,1,0.27345609420017536,0,0,0.015712553569072387,0,0,1,0,0,1
590,1,0.37218010356136805,0,0,0.015712553569072387,0,0,1,0,0,1
591,1,0.4363021420518602,0,0,0.013907073811135496,0,0,1,0,0,1
592,0,0.6492546661656019,1,0,0.1527664244005612,1,0,0,1,0,0
593,1,0.5866215708380308,0,0,0.014151057562208049,0,0,1,0,0,1
594,0,0.37218010356136805,0,2,0.015126992566498259,0,1,0,0,0,1
595,1,0.46135538018288863,1,0,0.050748620223090936,0,0,1,0,1,0
596,1,0.4488287611173744,1,1,0.04713766070721715,0,0,1,0,0,1
597,0,0.37218010356136805,0,0,0.06441171028315387,0,0,1,0,1,0
598,1,0.6116748089690592,0,0,0.0,0,0,1,0,0,1
599,1,0.37218010356136805,0,0,0.014102260811993537,1,0,0,0,0,1
600,1,0.6116748089690592,1,0,0.11111839809247648,1,0,0,1,0,0
601,0,0.2985093323312038,2,1,0.05270049023167135,0,0,1,0,1,0
602,1,0.37218010356136805,0,0,0.015411575213749284,0,0,1,0,0,1
603,1,0.37218010356136805,0,0,0.08275928836380983,0,0,1,1,0,0
604,1,0.5490417136414881,0,0,0.015712553569072387,0,0,1,0,0,1
605,1,0.4363021420518602,0,0,0.051822148727810165,1,0,0,1,0,0
606,1,0.4488287611173744,1,0,0.030351578633425542,0,0,1,0,0,1
607,1,0.3736690467242891,0,0,0.015411575213749284,0,0,1,0,0,1
608,1,0.33608918952774647,0,0,0.05953203526170282,0,0,1,1,0,0
609,0,0.27345609420017536,1,2,0.08115719346076702,1,0,0,0,1,0
610,0,0.4989352373794313,0,0,0.2995388511917728,0,0,1,1,0,0
611,0,0.4864086183139171,1,5,0.06104473451835265,0,0,1,0,0,1
612,1,0.37218010356136805,0,0,0.013760683560491965,0,0,1,0,0,1
613,0,0.37218010356136805,1,0,0.030253985132996517,0,1,0,0,0,1
614,1,0.37218010356136805,0,0,0.015126992566498259,0,1,0,0,0,1
615,1,0.4363021420518602,0,0,0.015712553569072387,0,0,1,0,0,1
616,0,0.2985093323312038,1,2,0.12687155055772734,0,0,1,0,1,0
617,1,0.42377552298634596,1,1,0.028106928123558056,0,0,1,0,0,1
618,0,0.32356257046223225,1,0,0.031425107138144774,0,0,1,0,0,1
619,0,0.04797695102091946,2,1,0.0761229303346364,0,0,1,0,1,0
620,1,0.32356257046223225,0,0,0.020494635090094415,0,0,1,0,1,0
621,1,0.33608918952774647,1,0,0.028212719478023115,1,0,0,0,0,1
622,1,0.5239884755104597,1,0,0.10257896680493714,0,0,1,1,0,0
623,1,0.24840285606914692,1,1,0.030725752114070404,1,0,0,0,0,1
624,1,0.26092947513466114,0,0,0.015330377421392339,0,0,1,0,0,1
625,1,0.26092947513466114,0,0,0.031425107138144774,0,0,1,0,0,1
626,1,0.7619942377552299,0,0,0.06308600017332605,0,0,1,1,0,0
627,1,0.711887761493173,0,0,0.024105594605968193,0,1,0,0,1,0
628,0,0.26092947513466114,0,0,0.15216446768991498,0,0,1,1,0,0
629,1,0.32356257046223225,0,0,0.015411575213749284,0,0,1,0,0,1
630,1,0.37218010356136805,0,0,0.015094396337354966,0,1,0,0,0,1
631,1,1.0,0,0,0.05855610025741261,0,0,1,1,0,0
632,1,0.6367280471000877,0,0,0.013768881414528002,0,0,1,0,0,1
633,1,0.3987222848553175,0,0,0.05953203526170282,1,0,0,1,0,0
634,1,0.37218010356136805,0,0,0.0,0,0,1,1,0,0
635,0,0.11061004634849055,3,2,0.05445717323939373,0,0,1,0,0,1
636,0,0.3486158085932607,0,0,0.025374310111545468,0,0,1,0,1,0
637,1,0.3987222848553175,0,0,0.015468569817999833,0,0,1,0,0,1
638,1,0.3861956657898033,1,1,0.05123658772523604,0,0,1,0,1,0
639,0,0.5114618564449455,0,5,0.07746484096553544,0,0,1,0,0,1
640,1,0.37218010356136805,1,0,0.031425107138144774,0,0,1,0,0,1
641,1,0.24840285606914692,0,0,0.015330377421392339,0,0,1,0,0,1
642,0,0.2985093323312038,0,0,0.13526459159462315,1,0,0,1,0,0
643,0,0.02292371288989102,3,2,0.05445717323939373,0,0,1,0,0,1
644,1,0.37218010356136805,0,0,0.11027245763075773,0,0,1,0,0,1
645,0,0.007265439057998246,2,1,0.03758969818624431,1,0,0,0,0,1
646,1,0.599148189903545,1,0,0.1497654242623688,1,0,0,1,0,0
647,1,0.2358762370036327,0,0,0.015411575213749284,0,0,1,0,0,1
648,1,0.6993611424276588,0,0,0.06929138530460492,1,0,0,1,0,0
649,1,0.37218010356136805,0,0,0.014736618564782174,0,0,1,0,0,1
650,0,0.2859827132656896,0,0,0.014736618564782174,0,0,1,0,0,1
651,1,0.37218010356136805,0,0,0.015411575213749284,0,0,1,0,0,1
652,0,0.22334961793811847,0,1,0.04489301019734967,0,0,1,0,1,0
653,1,0.26092947513466114,0,0,0.01646070534336126,0,0,1,0,0,1
654,0,0.37218010356136805,0,0,0.015281580671177828,0,1,0,0,0,1
655,0,0.22334961793811847,0,0,0.013175122557917838,0,1,0,0,0,1
656,1,0.2985093323312038,2,0,0.1434624456306609,0,0,1,0,1,0
657,1,0.37218010356136805,0,0,0.015411575213749284,0,0,1,0,0,1
658,0,0.3987222848553175,1,1,0.030253985132996517,0,1,0,0,0,1
659,1,0.2859827132656896,0,0,0.025374310111545468,0,0,1,0,1,0
660,1,0.7244143805586872,0,2,0.22109807522194713,1,0,0,1,0,0
661,1,0.6242014280345735,2,0,0.2608674266467732,0,0,1,1,0,0
662,1,0.4989352373794313,0,0,0.014102260811993537,1,0,0,0,0,1
663,1,0.5866215708380308,0,0,0.04994347384455151,0,0,1,1,0,0
664,1,0.4488287611173744,0,0,0.014630827210317115,0,0,1,0,0,1
665,1,0.24840285606914692,1,0,0.015468569817999833,0,0,1,0,0,1
666,1,0.3987222848553175,2,0,0.1434624456306609,0,0,1,0,1,0
667,1,0.311035951396718,0,0,0.025374310111545468,0,0,1,0,1,0
668,1,0.37218010356136805,0,0,0.015175789316712771,0,0,1,0,0,1
669,1,0.5365150945759739,0,0,0.015712553569072387,0,0,1,0,0,1
670,0,0.37218010356136805,1,0,0.10149724044618187,0,0,1,1,0,0
671,0,0.4989352373794313,1,1,0.0761229303346364,0,0,1,0,1,0
672,1,0.3861956657898033,1,0,0.10149724044618187,0,0,1,1,0,0
673,1,0.8747338093448578,0,0,0.020494635090094415,0,0,1,0,1,0
674,1,0.3861956657898033,0,0,0.025374310111545468,0,0,1,0,1,0
675,1,0.37218010356136805,0,0,0.0,0,0,1,0,1,0
676,1,0.22334961793811847,0,0,0.015175789316712771,0,0,1,0,0,1
677,1,0.3047726418639609,0,0,0.015712553569072387,0,0,1,0,0,1
678,0,0.22334961793811847,0,0,0.019209719063445922,0,0,1,0,0,1
679,0,0.5365150945759739,1,6,0.09154270340242172,0,0,1,0,0,1
680,1,0.4488287611173744,0,1,1.0,1,0,0,1,0,0
681,0,0.37218010356136805,0,0,0.01588334219482317,0,1,0,0,0,1
682,1,0.33608918952774647,0,0,0.1497654242623688,1,0,0,1,0,0
683,1,0.24840285606914692,0,0,0.01800600082915438,0,0,1,0,0,1
684,1,0.17324314167606164,5,2,0.09154270340242172,0,0,1,0,0,1
685,1,0.7494676186897157,1,1,0.0761229303346364,0,0,1,0,1,0
686,1,0.311035951396718,1,2,0.08115719346076702,1,0,0,0,1,0
687,1,0.17324314167606164,4,1,0.07746484096553544,0,0,1,0,0,1
688,1,0.2358762370036327,0,0,0.019852079483269742,0,0,1,0,0,1
689,1,0.22334961793811847,0,0,0.015216388212891242,0,0,1,0,0,1
690,0,0.18576976074157586,0,1,0.41250332793836464,0,0,1,1,0,0
691,1,0.3861956657898033,1,0,0.11125659048908397,0,0,1,1,0,0
692,0,0.04797695102091946,0,1,0.026187654344120927,1,0,0,0,0,1
693,1,0.37218010356136805,0,0,0.11027245763075773,0,0,1,0,0,1
694,1,0.311035951396718,0,0,0.014102260811993537,1,0,0,0,0,1
695,1,0.7494676186897157,0,0,0.051822148727810165,0,0,1,1,0,0
696,1,0.6492546661656019,0,0,0.026350245115835676,0,0,1,0,1,0
697,1,0.5490417136414881,0,0,0.015712553569072387,0,0,1,0,0,1
698,0,0.37218010356136805,0,0,0.015094396337354966,0,1,0,0,0,1
699,1,0.6116748089690592,1,1,0.21642978772242535,1,0,0,1,0,0
700,1,0.5239884755104597,0,0,0.014931805565640218,0,0,1,0,0,1
701,0,0.22334961793811847,1,0,0.4440992237022602,1,0,0,1,0,0
702,1,0.4363021420518602,0,0,0.05130978285055781,0,0,1,1,0,0
703,0,0.22334961793811847,0,1,0.028212719478023115,1,0,0,0,0,1
704,1,0.311035951396718,0,0,0.01511079204542704,0,1,0,0,0,1
705,1,0.32356257046223225,1,0,0.015330377421392339,0,0,1,0,0,1
706,1,0.4864086183139171,0,0,0.050748620223090936,0,0,1,0,1,0
707,0,0.5615683327070023,0,0,0.026350245115835676,0,0,1,0,1,0
708,1,0.5239884755104597,0,0,0.05130978285055781,0,0,1,1,0,0
709,0,0.27345609420017536,0,0,0.29580589980036276,0,0,1,1,0,0
710,1,0.37218010356136805,1,1,0.029757819776815374,1,0,0,0,0,1
711,0,0.2985093323312038,0,0,0.09662576327876685,1,0,0,1,0,0
712,1,0.37218010356136805,0,0,0.051822148727810165,0,0,1,1,0,0
713,1,0.599148189903545,1,0,0.10149724044618187,0,0,1,1,0,0
714,1,0.36114242765877486,0,0,0.018510168852370702,0,0,1,0,0,1
715,1,0.6492546661656019,0,0,0.025374310111545468,0,0,1,0,1,0
716,1,0.2358762370036327,0,0,0.014931805565640218,0,0,1,0,0,1
717,0,0.47388199924840285,0,0,0.4440992237022602,1,0,0,1,0,0
718,0,0.33608918952774647,0,0,0.020494635090094415,0,0,1,0,1,0
719,1,0.37218010356136805,0,0,0.030253985132996517,0,1,0,0,0,1
720,1,0.41124890392083174,0,0,0.015175789316712771,0,0,1,0,0,1
721,0,0.0730301891519479,0,1,0.06441171028315387,0,0,1,0,1,0
722,1,0.21082299887260428,1,0,0.013768881414528002,0,0,1,0,0,1
723,1,0.42377552298634596,0,0,0.025374310111545468,0,0,1,0,1,0
724,1,0.6242014280345735,0,0,0.025374310111545468,0,0,1,0,1,0
725,1,0.33608918952774647,1,0,0.10364429745562033,0,0,1,1,0,0
726,1,0.24840285606914692,0,0,0.016908073949327893,0,0,1,0,0,1
727,0,0.3736690467242891,3,0,0.04098927018018883,0,0,1,0,1,0
728,0,0.37218010356136805,0,0,0.015102594191391002,0,1,0,0,0,1
729,1,0.311035951396718,1,0,0.050748620223090936,0,0,1,0,1,0
730,0,0.311035951396718,1,0,0.015468569817999833,0,0,1,0,0,1
731,0,0.36114242765877486,0,0,0.41250332793836464,0,0,1,1,0,0
732,1,0.13566328447951898,0,0,0.036670757786204655,1,0,0,0,0,1
733,1,0.37218010356136805,0,0,0.0,0,0,1,0,1,0
